OBJECTID,DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA
214,2020/10/06 00:00:00+00,Testing,412656,223620,15697,632,12350,Hospitals,345,61,440,173,268,103,30,2038,Public Safety - FEMS,156,16,138,69,85,2280,Public Safety - MPD,253,18,234,48,66,1994,1,Public Safety - DOC - Personnel,101,3,97,0,3,319,1,Public Safety - DOC -Residents,217,0,208,78,78,1369,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,81,81,0,0,Public Safety - OUC -Personnel,17,0,17,1,1,85,Human Services - DHS,348,79,63,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,198,56,14,Human Services - DDS,254,213,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
215,2020/10/07 00:00:00+00,Testing,416816,224978,15765,634,12431,Hospitals,345,43,440,180,260,100,25,2124,Public Safety - FEMS,156,16,140,67,83,2292,Public Safety - MPD,254,17,236,46,63,1999,1,Public Safety - DOC - Personnel,101,3,97,0,3,319,1,Public Safety - DOC -Residents,217,0,208,68,68,1367,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,81,81,0,0,Public Safety - OUC -Personnel,17,0,17,0,0,85,Human Services - DHS,348,70,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,254,213,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
216,2020/10/08 00:00:00+00,Testing,422225,227401,15843,634,12456,Hospitals,345,45,440,175,265,99,27,2141,Public Safety - FEMS,157,17,140,56,76,2301,Public Safety - MPD,256,19,234,52,71,1994,1,Public Safety - DOC - Personnel,101,3,97,0,3,319,1,Public Safety - DOC -Residents,217,0,208,82,82,1353,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,84,84,0,0,Public Safety - OUC -Personnel,17,0,17,0,0,85,Human Services - DHS,349,70,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
217,2020/10/09 00:00:00+00,Testing,429099,228668,15918,636,12492,Hospitals,345,51,440,171,269,99,27,2145,Public Safety - FEMS,157,15,142,52,67,2312,Public Safety - MPD,256,17,238,27,44,2026,1,Public Safety - DOC - Personnel,101,2,98,0,2,320,1,Public Safety - DOC -Residents,217,0,208,89,89,1360,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,86,86,0,0,Public Safety - OUC -Personnel,17,0,17,0,0,85,Human Services - DHS,349,67,51,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
218,2020/10/10 00:00:00+00,Testing,436167,230929,15984,637,12531,Hospitals,345,59,440,179,261,86,26,2047,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,349,60,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
219,2020/10/11 00:00:00+00,Testing,438819,231817,16022,637,12539,Hospitals,345,50,440,172,268,87,21,1957,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,349,59,56,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,7,291,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
220,2020/10/12 00:00:00+00,Testing,443081,233450,16068,637,12583,Hospitals,345,50,440,169,271,88,25,1999,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,349,45,36,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
221,2020/10/13 00:00:00+00,Testing,448262,235263,16132,638,12627,Hospitals,345,61,440,172,268,86,24,2050,Public Safety - FEMS,157,12,145,59,71,2329,Public Safety - MPD,258,19,238,39,58,2023,1,Public Safety - DOC - Personnel,101,2,98,0,2,320,1,Public Safety - DOC -Residents,217,0,208,92,92,1360,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,349,45,34,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
222,2020/10/14 00:00:00+00,Testing,450614,235875,16166,638,12681,Hospitals,345,74,440,166,274,88,22,2119,Public Safety - FEMS,157,12,145,59,71,2331,Public Safety - MPD,258,19,238,40,59,2023,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,94,94,1369,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,350,41,41,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
223,2020/10/15 00:00:00+00,Testing,455787,237674,16255,641,12731,Hospitals,345,64,440,159,281,86,21,2171,Public Safety - FEMS,159,14,145,64,78,2338,Public Safety - MPD,260,20,239,47,67,2020,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,91,91,1373,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,93,93,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,350,44,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,255,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
224,2020/10/16 00:00:00+00,Testing,462968,239835,16334,641,12793,Hospitals,345,70,440,166,281,84,23,2106,Public Safety - FEMS,159,11,148,54,65,2343,Public Safety - MPD,260,20,239,47,67,2023,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,86,86,1375,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,94,94,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,351,46,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
225,2020/10/17 00:00:00+00,Testing,466805,240959,16370,641,12801,Hospitals,345,40,440,175,265,78,20,2040,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,46,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
226,2020/10/18 00:00:00+00,Testing,469040,241621,16395,641,12824,Hospitals,345,46,440,178,262,84,20,1942,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,49,44,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
227,2020/10/19 00:00:00+00,Testing,473807,243299,16445,642,12884,Hospitals,345,75,440,162,278,85,20,1949,Public Safety - FEMS,159,12,147,63,75,2343,Public Safety - MPD,260,17,242,40,57,2035,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,88,88,1373,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,94,94,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,54,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,6,12,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
228,2020/10/20 00:00:00+00,Testing,476443,244181,16498,642,12938,Hospitals,345,69,440,166,274,96,23,2064,Public Safety - FEMS,159,11,148,59,70,2359,Public Safety - MPD,260,16,243,44,60,2033,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,68,68,1194,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,63,48,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,6,12,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
229,2020/10/21 00:00:00+00,Testing,479435,245551,16537,642,12979,Hospitals,345,56,440,166,274,95,23,2110,Public Safety - FEMS,159,11,148,59,70,2359,Public Safety - MPD,260,16,243,48,64,2036,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,74,74,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,65,50,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,256,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
230,2020/10/22 00:00:00+00,Testing,485753,246627,16609,642,13028,Hospitals,345,65,440,174,266,91,23,2146,Public Safety - FEMS,159,9,150,50,59,2368,Public Safety - MPD,261,14,246,49,63,2038,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,74,74,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,17,18,84,Human Services - DHS,352,68,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,17,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
231,2020/10/23 00:00:00+00,Testing,491553,248189,16706,642,13068,Hospitals,345,69,440,158,282,93,21,2111,Public Safety - FEMS,159,8,151,46,54,2368,Public Safety - MPD,261,14,246,49,63,2038,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,79,79,1389,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,90,90,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,62,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
232,2020/10/24 00:00:00+00,Testing,496232,249572,16767,642,13104,Hospitals,345,59,440,176,264,95,21,2009,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,65,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
233,2020/10/25 00:00:00+00,Testing,498190,250043,16812,642,13179,Hospitals,345,68,440,168,272,98,23,1944,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,70,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
234,2020/10/26 00:00:00+00,Testing,502538,251532,16906,644,13215,Hospitals,345,59,440,172,268,106,26,1981,Public Safety - FEMS,159,7,152,50,57,2379,Public Safety - MPD,265,13,251,58,71,2040,1,Public Safety - DOC - Personnel,102,21,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,92,92,1386,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,91,91,0,0,Public Safety - OUC -Personnel,18,1,17,3,4,86,Human Services - DHS,352,65,42,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,257,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
235,2020/10/27 00:00:00+00,Testing,505407,252520,16973,644,13276,Hospitals,345,53,440,199,241,101,25,2114,Public Safety - FEMS,159,7,152,53,60,2385,Public Safety - MPD,367,15,251,60,75,2037,1,Public Safety - DOC - Personnel,102,1,100,0,1,22,1,Public Safety - DOC -Residents,217,0,208,90,90,1397,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,89,89,0,0,Public Safety - OUC -Personnel,18,1,17,3,4,86,Human Services - DHS,353,64,42,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
236,2020/10/28 00:00:00+00,Testing,509864,253947,17074,645,13325,Hospitals,345,71,440,176,264,102,28,2121,Public Safety - FEMS,159,5,154,54,59,2390,Public Safety - MPD,268,16,251,57,73,2042,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,92,92,1392,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,2,3,87,Human Services - DHS,353,63,37,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
237,2020/10/29 00:00:00+00,Testing,514130,255048,17144,646,13348,Hospitals,345,68,440,172,268,102,30,2130,Public Safety - FEMS,160,6,154,50,56,2401,Public Safety - MPD,269,15,253,56,71,2042,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,72,72,1414,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,93,93,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,64,38,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
238,2020/10/30 00:00:00+00,Testing,520436,256811,17266,646,13348,Hospitals,345,72,440,182,258,107,29,2129,Public Safety - FEMS,160,6,154,53,59,2401,Public Safety - MPD,269,15,253,46,61,2060,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,87,87,1400,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,95,95,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,63,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
239,2020/10/31 00:00:00+00,Testing,525246,258131,17369,646,13349,Hospitals,345,52,440,182,258,101,34,2071,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,64,37,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
240,2020/11/01 00:00:00+00,Testing,528174,258983,17438,647,13443,Hospitals,345,56,440,183,257,93,27,1994,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,73,41,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
241,2020/11/02 00:00:00+00,Testing,533419,260618,17524,647,13517,Hospitals,345,48,440,169,271,93,30,2017,Public Safety - FEMS,161,7,154,60,67,2414,Public Safety - MPD,272,17,254,66,83,2048,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,98,98,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,100,100,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,78,45,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,
