Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,05/27/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,05/28/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,05/29/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,05/30/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,05/31/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/01/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/02/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/03/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/04/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/05/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/06/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/07/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/08/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/09/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/10/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/11/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/12/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/13/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/14/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/15/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/16/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/17/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/18/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/19/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/20/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/21/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/22/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/23/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/24/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/25/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/26/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/27/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/28/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/29/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,06/30/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/01/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/02/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/03/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/04/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/05/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/06/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/07/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/08/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/09/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/10/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/11/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/12/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/13/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/14/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/15/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/16/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/17/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/18/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/19/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/20/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/21/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/22/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/23/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/24/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/25/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/26/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/27/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/28/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/29/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/30/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,07/31/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/01/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/02/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/03/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/04/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/05/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/06/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/07/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/08/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/09/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/10/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/11/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/12/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/13/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/14/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/15/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/16/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/17/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/18/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/19/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/20/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/21/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/22/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/23/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/24/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/25/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/26/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/27/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/28/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/29/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/30/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,08/31/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/01/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/02/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/03/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/04/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/05/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/06/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/07/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/08/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/09/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/10/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/11/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/12/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/13/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/14/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/15/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/16/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/17/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/18/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/19/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/20/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/21/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/22/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/23/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/24/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/25/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/26/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/27/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/28/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/29/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,09/30/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/01/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/02/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/03/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/04/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/05/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
COVID-19 Test Positivity,COVID-19 Test Positivity (Positive Test Rate),Dates,10/06/2020,Measures,Threshold (%),5,percentage,,"",,04/29/2022,""
